id_del_proceso,referencia_del_proceso,entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,modalidad_corta,tipo_de_contrato,nombre_del_procedimiento,fecha_de_publicacion_del,fecha_adjudicacion,anio_adjudicacion,precio_base,valor_total_adjudicacion,respuestas_al_procedimiento,proveedores_unicos_con,proveedores_invitados,rango_oferentes,baja_competencia,nombre_del_proveedor,nit_del_proveedor_adjudicado,departamento_proveedor,ciudad_proveedor,estado_del_procedimiento,estado_resumen
CO1.REQ.2984196,MC-CUC-CTPI-023-2022,SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,899999034,Cauca,Popayán,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,19-922110-0147- CONTRATAR LA  ADQUISICIÓN DE INSUMOS Y  MATERIALES DE ELECTRICIDAD PARA  LOS PROGRAMAS (ELECTRICIDAD  DESPLAZADOS; ELECTRICIDAD FICELECTRICIDAD POPAYAN- REGULAR;  FOTOVOLTAICOS,2022-04-20,2022-05-04,2022.0,92262299,78831907,8,8,0,6+ oferentes,0,GARNICA INVERSIONES LOGISTICA Y SUMINISTROS  S.A.S.,901224654,Norte de Santander,Cúcuta,Seleccionado,Adjudicado
CO1.REQ.5285512,MC-VLL-CDTI-0029-2023,SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,Valle del Cauca,Cali,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,COMPRA DE EXTINTORES CDTI,2023-11-16,2023-12-08,2023.0,5858146,5849000,4,4,0,2-5 oferentes,0,Extin Norte Servicios Generales,No Definido,Valle del Cauca,Cartago,Seleccionado,Adjudicado
CO1.REQ.7129513,CRC-MC-0038-2024,CORPORACION AUTONOMA REGIONAL DEL CAUCA  12,891501885,Cauca,Popayán,Nacional,Mínima cuantía,Mínima Cuantía,Otro,CRC-MC-0038-2024,2024-11-08,2024-11-26,2024.0,9500000,9500000,5,5,0,2-5 oferentes,0,FUMIGACIONES- RASTOP,No Definido,Cauca,No Definido,Seleccionado,Adjudicado
CO1.REQ.3155214,MC-ICT-004-2022,INSTITUTO DE CULTURA Y TURISMO DE BOLIVAR,900673958,Bolívar,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE PAPELERÍA Y ELEMENTOS DE OFICINA,2022-07-27,2022-08-03,2022.0,23844320,21400100,5,5,0,2-5 oferentes,0,JCPSUMINISTROS,No Definido,Bolívar,Cartagena,Seleccionado,Adjudicado
CO1.REQ.4762296,IDCBIS-CD-01123-2023,"INSTITUTO  DISTRITAL DE CIENCIA, BIOTECNOLOGIA E INNOVACIÓN EN SALUD - IDCBIS",9010347905,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Suministros,Suministro de insumos; elementos y reactivos para la Unidad de Biotecnología Farmacéutica del IDCBIS; en el marco de la ejecución de recursos provenientes de transferencia; del proyecto 7904 según Res,2023-06-28,2023-07-31,2023.0,89550000,1689205,14,14,0,6+ oferentes,0,GENPRODUCTS COMPANY SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.10377140,CM2-001-2026 (Presentación de oferta),CORPORACION AUTONOMA REGIONAL DE SANTANDER+,804000292,Santander,San Gil,Nacional,Concurso de méritos abierto,Concurso Méritos,Interventoría,INTERVENTORIA CAFETEROS (Presentación de oferta),2026-04-23,2026-05-08,2026.0,51473233,51473230,1,1,0,1 oferente,1,ELCON CTA,804013750,Santander,San Gil,Seleccionado,Adjudicado
CO1.REQ.103508,MC - CM 006 DE 2016 (Presentación de oferta),"Ministerio de las Culturas, las Artes y los Saberes",830034348,Distrito Capital de Bogotá,Bogotá,Nacional,Concurso de méritos abierto,Concurso Méritos,Consultoría,CONCURSO DE MÉRITOS 006 DE 2016  (Presentación de oferta),2016-11-08,2016-12-15,2016.0,0,515318400,3,3,0,2-5 oferentes,0,JASEN CONSULTORES S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.1282105,320/DMCAL/2020,DISPENSARIO MEDICO DE CALI,830039670,Valle del Cauca,Cali,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTACION DE SERVICIOS MEDICOS EN LABORATORIO CLINICO ESPECIALIZADO PARA EL PERSONAL DE AFILIADOS Y BENEFICIARIOS DEL DMCAL; EN LA VIGENCIA 2020.,2020-05-13,2020-05-26,2020.0,80000000,80000000,2,2,0,2-5 oferentes,0,ANGEL DIAGNOSTICA S.A.S,805013591,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1906673,LP-IDIPRON-2021-0001 (Presentación de oferta),INSTITUTO DISTRITAL PARA LA PROTECCIÓN DE LA NIÑEZ Y LA JUVENTUD - IDIPRON*,899999333,Distrito Capital de Bogotá,No Definido,Territorial,Licitación pública,Licitación Pública,Servicios financieros,PROGRAMA DE SEGUROS DE LA ENTIDAD (Presentación de oferta),2021-03-16,2021-04-21,2021.0,632527518,237637127,6,6,0,6+ oferentes,0,MAPFRE SEGUROS GENERALES DE COLOMBIA S.A.,891700037,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.4429075,PN HOCEN SA 011 2023 (Presentación de oferta),HOSPITAL CENTRAL DE LA POLICIA,830067597,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE INSUMOS DE USO COMÚN PARA EL SERVICIO DE ENFERMERÍA CON DESTINO A LOS USUARIOS Y A LOS DIFERENTES SERVICIOS DEL HOSPITAL CENTRAL POLICÍA NACIONAL (Presentación de oferta),2023-04-25,2023-06-23,2023.0,1844761867,599400,15,6,0,6+ oferentes,0,POLIMEDIC´S FARMACÉUTICA S.A.S,800151064,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.1440038,IC-058-2020,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,900959051,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Suministros,CONTRATAR EL SUMINISTRO DE DISPOSITIVOS MÉDICO QUIRÚRGICOS HOSPITALARIOS NECESARIOS PARA LA PRESTACION DE LOS SERVICIOS A LOS USIARIOS DE LA SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,2020-08-14,2020-09-28,2020.0,1946073151,4114786,36,36,0,6+ oferentes,0,BECTON DICKINSON DE COLOMBIA LTDA,860020309,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.7329170,16224**,DEPARTAMENTO DE ANTIOQUIA//,890900286,Antioquia,Medellín,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Otro,Aunar esfuerzos para la constitución de un fondo especial de recursos destinados al proyecto de saneamiento técnico; jurídico y contable de los bienes propiedad del Departamento de Antioquia,2024-12-16,2024-12-18,2024.0,784960214,784960214,1,1,1,1 oferente,1,INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA IDEA,8909801792,Antioquia,No Definido,Seleccionado,Adjudicado
CO1.REQ.8645140,MCSP2625,INSTITUTO DEPARTAMENTAL DE SALUD DE NARIÑO,891280001,Nariño,No Definido,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,ENSAYOS APTITUD,2025-07-29,2025-08-13,2025.0,31259608,899000,6,6,0,6+ oferentes,0,PROASECAL SAS,830079375,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.2906406,CEG-003-2022,ENTerritorio S.A,899999316,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Otro,EJECUCIÓN DE PLANES DE NEGOCIOS DEL FONDO EMPRENDER; CON ASIGNACIÓN DE RECURSOS POR PARTE DEL CONSEJO DIRECTIVO NACIONAL DEL SENA; Y QUE PROVENGAN O SEAN DESARROLLADAS POR EMPRENDEDORES QUE CUMPLAN CO,2022-02-15,2022-02-24,2022.0,0,79998930,107,103,0,6+ oferentes,0,RICARDO BAREÑO MENDOZA,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Presentación de oferta
CO1.REQ.11201,LP-AMP-051-2015 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Precios para el Servicio de Arrendamiento de Equipos Tecnológicos y Periféricos (Presentación de oferta),2015-07-29,2016-02-26,2016.0,0,2019577873,22,16,0,6+ oferentes,0,UT Compufacil Priceless CCE 2015,No Definido,No Definido,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.8108611,MC-HIL-CIES-006-2025,SENA Regional Huila Grupo de Apoyo Administrativo Mixto,899999034,Huila,Neiva,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,MATERIALES TIC Y GESTIÓN DE REDES,2025-04-10,2025-05-02,2025.0,65103693,44919000,19,19,0,6+ oferentes,0,ARDOBOT ROBOTICA SAS,901061066,Antioquia,Medellín,Seleccionado,Adjudicado
CO1.REQ.881752,No.323-MD-DGSM-DISAN-HONAC-2019 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA,9015410214,Bolívar,Cartagena,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,ADECUACIÓN DEL AREA DE CAMARA HIPERBARICA  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2019-06-06,2019-07-05,2019.0,280000000,195508732,5,5,41,2-5 oferentes,0,MORELSA CONSTRUCTORES LTDA.,806000473,Bolívar,Cartagena,Seleccionado,Adjudicado
CO1.REQ.6521543,IC 072-2024,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),900971006,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Suministros,Suministro de dispositivos material médico quirúrgico de acuerdo al anexo técnico No. 2; para la oportuna atención de los pacientes de las diferentes unidades asistenciales de la subred integrada de s,2024-07-19,2024-08-26,2024.0,534000000,56346622,22,22,0,6+ oferentes,0,Rafael Antonio Salamanca,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.3070706,ENV-09-30-0973-22 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ENVIGADO*,890907106,Antioquia,Envigado,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,Mantenimiento y adecuaciones del sistema de cableado estructurado  y del sistema eléctrico regulado y no regulado (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2022-06-24,2022-07-14,2022.0,200000000,194113173,1,1,10,1 oferente,1,Construsertel SAS,900369234,Antioquia,Envigado,Seleccionado,Adjudicado
CO1.REQ.214637,SS-CD-17-0411,DEPARTAMENTO DE SANTANDER,890201235,Santander,Bucaramanga,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Prestación de servicios,PRESTACIÒN DE SERVICIOS PROFESIONALES,2017-09-01,2017-09-01,2017.0,11400000,11400000,1,1,1,1 oferente,1,WALID FERNANDO CHAHIN LIZCANO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4142378,PN RASES No. 5 MIC 006 2023,REGIONAL DE ASEGURAMIENTO EN SALUD No. 5,804012688,Santander,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTACIÓN DE SERVICIOS DE SALUD EN CONSULTA Y PROCEDIMIENTOS DE ODONTOLOGÍA GENERAL DE BAJA COMPLEJIDAD PARA LOS USUARIOS Y BENEFICIARIOS DEL SUBSISTEMA DE SALUD DEL PRIMER DISTRITO DE POLICÍA PAMPLO,2023-02-24,2023-03-07,2023.0,20400000,20400000,1,1,0,1 oferente,1,YELITZE CASTAÑO ODONTOLOGIA ESTETICA,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1604276,IMC-12-005-2020,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*,800197268,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,Compra e instalación de cortinas enrollables tipo blackout y tipo screen para la Dirección Seccional de Impuestos y Aduanas de Montería.,2020-11-12,2020-11-24,2020.0,40000000,40000000,5,5,0,2-5 oferentes,0,HERNANDO PEDREROS BALAGUERA,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4785872,SS-018 DE 2023,ENTIDAD DE GESTION ADMINISTRATIVA Y TECNICA,901036590,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Compraventa,ADQUISICIÓN DE EQUIPOS BIOMEDICOS Y MOBILIARIO NECESARIO PARA LA DOTACION DE CAPS DE VERBENAL PARA LA SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E DECLARADOS FALLIDOS DEL PROCESO CA-002-2023,2023-07-04,2023-09-13,2023.0,1180973682,1428000,25,25,0,6+ oferentes,0,ET SERVICES SAS,No Definido,No Definido,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.5027425,SASC005-2023 (Presentación de oferta),GOBERNACION DE NARIÑO,800103923,Nariño,Pasto,Territorial,Enajenación de bienes con sobre cerrado,Enajenación (sobre),Venta muebles,ENAJENACIÓN AGUARDIENTE (Presentación de oferta),2023-09-06,2023-09-29,2023.0,38314203840,892578798,8,8,0,6+ oferentes,0,Colombiana de Comercio S.A - Corbeta S.A - Alkosto S.A,No Definido,Nariño,Pasto,Seleccionado,Adjudicado
CO1.REQ.1905664,CD-VLL-CDTI-0003-2021.,SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,Valle del Cauca,Cali,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,EVALUACIÒN SEGUIMIENTO ONAC,2021-03-16,2021-03-26,2021.0,12390157,12390157,1,1,1,1 oferente,1,ORGANISMO NACIONAL DE ACREDITACIÓN DE COLOMBIA - ONAC,900190680,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.2062603,IP-DT-BOL-003-2021,INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE MEZCLA ASFALTICA EN LAS VIAS A CARGO DE LA DIRECCION TERRITORIAL BOLIVAR,2021-05-31,2021-06-16,2021.0,89996351,55062016,14,14,0,6+ oferentes,0,CONSTRUCSION S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.3059708,MC-RM-018-2022,SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,899999034,Meta,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,Suministro de Tiquetes Aereos,2022-06-16,2022-06-29,2022.0,54908500,54908500,1,1,0,1 oferente,1,SUBATOURS SAS,800075003,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.8595938,4151.010.32.1.0577- 2025 (Fase de Selección (Presentación de ofertas)),SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,890399011,Valle del Cauca,Cali,Territorial,Licitación pública Obra Publica,Licitación Obra Pública,Obra,REALIZAR LA CONSTRUCCIÓN; MEJORAMIENTO Y MANTENIMIENTO DE CICLO INFRAESTRUCTURA EN EL DISTRITO DE SANTIAGO DE CALI (Fase de Selección (Presentación de ofertas)),2025-07-18,2025-08-21,2025.0,4405778333,4146297178,23,23,0,6+ oferentes,0,CONSORCIO CICLOCIUDAD,No Definido,No Definido,Cali,Seleccionado,Adjudicado
CO1.REQ.1590601,IP 035 DE 2020,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS //,830000167,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,EVOQUA,2020-11-05,2020-11-17,2020.0,35628600,33834000,1,1,0,1 oferente,1,TECNIGEN,830145062,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.8232547,SASP0325 (Presentación de oferta),INSTITUTO DEPARTAMENTAL DE SALUD DE NARIÑO,891280001,Nariño,No Definido,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE REACTIVOS (Presentación de oferta),2025-05-08,2025-06-24,2025.0,338595892,2155000,16,16,0,6+ oferentes,0,Filtraciòn y Anàlisis SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1181704,Mc0062020bog,ICBF REGIONAL BOGOTA,899999239,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Otro,PRESTAR EL SERVICIO DE FUMIGACIÓN; CONTROL DE PALOMAS; DESRATIZACIÓN; LIMPIEZA Y DESINFECCIÓN; MANTENIMIENTO DE JARDINES (INCLUIDOS DOS MUROS VERDES; SISTEMA DE RIEGO) Y PODA DE PASTO EN LOS CENTROS Z,2020-03-02,2020-03-09,2020.0,15509362,11300000,1,1,0,1 oferente,1,FUMISEX  SAS,901352782,Distrito Capital de Bogotá,Bogotá,Seleccionado,Presentación de oferta
CO1.REQ.4911703,PN HOCEN LI 002 2023 (Presentación de oferta),HOSPITAL CENTRAL DE LA POLICIA,830067597,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación pública,Licitación Pública,Suministros,SUMINISTRO DE ELEMENTOS DE OSTEOSÍNTESIS Y REEMPLAZOS ARTICULARES PARA EL SERVICIO DE ORTOPEDIA DEL HOSPITAL CENTRAL DE LA POLICÍA NACIONAL (Presentación de oferta),2023-08-04,2023-10-11,2023.0,3707000000,799500000,15,15,0,6+ oferentes,0,DISORTHO SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.3656894,CVC CMA 28 2022 (Presentación de oferta),CVC,890399002,Valle del Cauca,Cali,Nacional,Concurso de méritos abierto,Concurso Méritos,Interventoría,REALIZAR LA INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; ECONÓMICA; FINANCIERA;  AMBIENTAL Y LEGAL; AL CONTRATO RESULTANTE DE LA LICITACION PÚBLICA No. 27 de 2022 (Presentación de oferta),2022-11-24,2022-12-28,2022.0,418320000,418319986,11,11,0,6+ oferentes,0,CONSORCIO SIGMA,No Definido,No Definido,Bogotá,Seleccionado,Adjudicado
CO1.REQ.16902,LP-AMP-056-2015 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Precios de Material de Intendencia (Presentación de oferta),2015-09-14,2015-12-22,2015.0,0,70071,30,30,0,6+ oferentes,0,ESPUMADOS S.A.,860036649,Cundinamarca,Soacha,Seleccionado,Presentación de oferta
CO1.REQ.3588443,14250,DEPARTAMENTO DE ANTIOQUIA//,890900286,Antioquia,Medellín,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Otro,CDI LIBORINA,2022-11-09,2022-11-15,2022.0,3468883524,3468883524,0,0,1,Sin ofertas,1,ALCALDIA MUNICIPIO DE LIBORINA,890983672,Antioquia,Liborina,Seleccionado,Adjudicado
CO1.REQ.362965,PN SECSA DEATA MIC 004 2018,RASES 8,802016407,Atlántico,Soledad,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,SERVICIOS DE SALUD EN FISIATRIA PARA LA ATENCIÓN AMBULATORIA INCLUYENDO CONSULTAS Y PROCEDIMIENTOS DIAGNOSTICOS (PROCEDIMIENTOS DE ELECTROMIOGRAFÍA Y NEUROCONDUCCION; REFLEJO NEUROLÓGICO; PALPEBRAL; T,2018-02-14,2018-02-21,2018.0,40000000,40000000,2,2,0,2-5 oferentes,0,INSTITUTO COLOMBIANO DE NEUROPEDAGOGIA,802012232,Atlántico,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.10215818,009-00-L-CATAM-GRUAL-2026,COMANDO AEREO DE TRANSPORTE MILITAR,800141639,Distrito Capital de Bogotá,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,SERVICIO DE ANALISIS DE AGUA PARA CONSUMO HUMANO ALIMENTOS AMBIENTES Y MANIPULADORES DE ALIMENTOS; PARA EL COMANDO AEREO DE TRANSPORTE MILITAR,2026-03-03,2026-03-26,2026.0,12962144,8996400,2,2,0,2-5 oferentes,0,LABORATORIO UNIDSALUD SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4785872,SS-018 DE 2023,ENTIDAD DE GESTION ADMINISTRATIVA Y TECNICA,901036590,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Compraventa,ADQUISICIÓN DE EQUIPOS BIOMEDICOS Y MOBILIARIO NECESARIO PARA LA DOTACION DE CAPS DE VERBENAL PARA LA SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E DECLARADOS FALLIDOS DEL PROCESO CA-002-2023,2023-07-04,2023-09-13,2023.0,1180973682,10650000,25,25,0,6+ oferentes,0,CI COLOMBIAN MED S.A.S.,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Presentación de oferta
CO1.REQ.892168,CP-013-2019,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,900959051,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Otro,SUMINISTRO DE MATERIAL MÉDICO QUIRÚRGICO,2019-06-18,2019-08-12,2019.0,2045270393,537936,33,33,0,6+ oferentes,0,LABORATORIOS GOTHAPLAST,830061856,Distrito Capital de Bogotá,No Definido,Seleccionado,Fase de ofertas
CO1.REQ.658563,CMA-060-2018,ASAMBLEA DEPARTAMENTAL DEL TOLIMA,809000799,Tolima,Ibagué,Territorial,Mínima cuantía,Mínima Cuantía,Compraventa,DOTACION,2018-12-18,2018-12-27,2018.0,6000000,5004000,4,4,0,2-5 oferentes,0,gcg distribuciones,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.10191536,SMC008-2026,ALCALDÍA MUNICIPIO DE CÓRDOBA - QUINDIO,890001061,Quindío,Córdoba,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,CONTRATO DE SUMINISTRO DE ALIMENTOS REFRIGERIOS Y ALMUERZOS PARA LOS PARTICIPANTES DE LAS SESIONES DE LA MESA MUNICIPAL DE VICTIMAS DEL MUNICIPIO DE CÓRDOBA QUINDÍO; EN CUMPLIMIENTO A LO ESTABLECIDO E,2026-02-19,2026-02-26,2026.0,2000000,2000000,1,1,0,1 oferente,1,ALEJA SERRANO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4957189,IC-073-2023,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,900959051,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Prestación de servicios,PRESTACIÓN DE SERVICIOS PARA LA DISPOSICIÓN FINAL MEDIANTE CREMACIÓN INDIVIDUAL PARA CADA UNO DE LOS PRODUCTOS (FETOS) POR INTERRUPCIÓN VOLUNTARIA DEL EMBARAZO IVE,2023-08-17,2023-09-07,2023.0,51000000,27600000,2,2,0,2-5 oferentes,0,JARDINES DEL APOGEO S.A.,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.583122,SMC-ICC-192-2018,INSTITUTO CARO Y CUERVO,899999096,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,CUBIERTA DE LIBROS III,2018-10-09,2018-10-23,2018.0,5942900,5884550,2,1,0,2-5 oferentes,0,COMERCIAL Y ASESORIAS MARIA CMG,No Definido,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.6668557,MC-08-2024,MUNICIPIO DE PRADERA,891380115,Valle del Cauca,Pradera,Territorial,Mínima cuantía,Mínima Cuantía,Seguros,ADQUISICIÓN DE POLIZA DE SEGUROS QUE AMPARE LOS RIESGOS DE BIENES MUEBLES E INMUEBLES DE PROPIEDAD DEL MUNICIPIO DE PRADERA VALLE Y SEGURO DE VIDA PARA: ALCALDE; CONCEJALES (13) Y PERSONERA DEL MUNICI,2024-08-14,2024-08-28,2024.0,30813862,29273290,1,1,0,1 oferente,1,LA EQUIDAD SEGUROS GENERALES ORGANISMO COOPERATIVO,860028415,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.1030220,MÍNIMA CUANTÍA ANT-CIAA-88,SENA REGIONAL ANTIOQUIA Grupo Administrativo CIAA,899999034,Antioquia,Rionegro,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,5_9503_655 COMPRA DE EQUIPOS DE SISTEMA Y ACCESORIOS  PARA EL  AREA DE TECNOPARQUE DEL CENTRO DE INNOVACIÓN LA AGROINDUSTRIA Y LA AVIACIÓN,2019-12-03,2019-12-10,2019.0,32738000,32730000,2,2,0,2-5 oferentes,0,CoreIP,900945968,Antioquia,Medellín,Seleccionado,Adjudicado
CO1.REQ.2996306,ISI-001-2022 (Presentación de oferta),ENTIDAD DE GESTION ADMINISTRATIVA Y TECNICA,901036590,Distrito Capital de Bogotá,No Definido,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,DOTACIÓN CAPS CANDELARIA (Presentación de oferta),2022-04-29,2022-07-26,2022.0,3403373221,1234362,39,35,0,6+ oferentes,0,ARCHIVOS Y CARPETAS DE COLOMBIA SAS,900064072,Distrito Capital de Bogotá,Bogotá,Seleccionado,Presentación de oferta
CO1.REQ.2958807,MC-STD-00367-2022,SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,899999034,Santander,Bucaramanga,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,SERVICIO DE IMAGENOLOGIA,2022-03-28,2022-04-05,2022.0,60000000,60000000,2,2,0,2-5 oferentes,0,GONZALEZ FLOREZ RADIOLOGIA ESPECIALIZADA SA,9001505252,Santander,Bucaramanga,Seleccionado,Adjudicado
